flight_id,flight_number,airline,aircraft_model,origin_airport_id,origin_airport_code_x,origin_city_x,origin_country_x,destination_airport_id,destination_airport_code_x,destination_city_x,destination_country_x,distance_km,estimated_flight_time_hours,ticket_cost_usd,fuel_used_liters,reliability_score,departure_datetime,arrival_datetime,departure_hour,arrival_hour,day,month,year,flight_status,weather_condition,passenger_capacity,occupied_seats,cargo_weight_kg,delay_minutes,gate_number,terminal,origin_airport_code_y,origin_airport_name,origin_city_y,origin_country_y,origin_airport_type,origin_latitude,origin_longitude,origin_elevation_meters,origin_runways,origin_timezone,destination_airport_code_y,destination_airport_name,destination_city_y,destination_country_y,destination_airport_type,destination_latitude,destination_longitude,destination_elevation_meters,destination_runways,destination_timezone
2834,IB7597,Aeromexico,ATR 72,699,AP0699,East Benjaminmouth,Spain,2822,AP2822,North Mary,Netherlands,11529.62,14.2,1138.87,36391.53,0.94,2025-10-03 11:25:47,2025-10-04 01:37:47,11,1,3,10,2025,Cancelled,Rainy,104,192,8694.87,122,G23,T1,AP0699,"Allison, Williams and Mccarthy Airport",East Benjaminmouth,Spain,Regional,25.434625,-103.853843,1531,2,UTC+0,AP2822,"Evans, Weaver and Watkins Airport",North Mary,Netherlands,National,47.936706,99.490675,1874,4,UTC-5
2835,UA6445,Ryanair,Airbus A330,600,AP0600,Lake Ashleytown,Mexico,684,AP0684,Laurenberg,China,4676.79,5.22,549.77,15621.5,0.8,2024-12-17 06:04:19,2024-12-17 11:17:31,6,11,17,12,2024,Cancelled,Sunny,292,110,14345.59,38,G35,T2,AP0600,Palmer Ltd Airport,Lake Ashleytown,Mexico,National,32.733527,-106.02183,76,3,UTC+1,AP0684,Barnett Group Airport,Laurenberg,China,National,5.871423,-140.820251,671,3,UTC+9
2836,AA732,American Airlines,Airbus A330,2487,AP2487,Ronaldtown,UAE,919,AP0919,Velezland,Italy,9911.48,11.7,1738.85,36951.76,0.97,2025-03-21 07:42:32,2025-03-21 19:24:32,7,19,21,3,2025,Cancelled,Foggy,158,146,21551.3,163,G72,T1,AP2487,Ramirez-Thompson Airport,Ronaldtown,UAE,National,-37.673,-13.558836,2129,2,UTC+8,AP0919,"Waters, Clay and Brooks Airport",Velezland,Italy,Regional,-38.52559,112.626366,3836,1,UTC+1
2837,DL6960,Iberia,Boeing 787,2755,AP2755,Hensleyfort,UAE,3,AP0003,New Jennifer,Qatar,12964.51,15.79,2120.67,51862.53,0.93,2025-05-22 06:29:24,2025-05-22 22:16:48,6,22,22,5,2025,On Time,Sunny,327,272,17069.55,192,G14,T4,AP2755,Wolf Group Airport,Hensleyfort,UAE,National,64.091325,-126.112861,893,3,UTC+9,AP0003,Shaffer PLC Airport,New Jennifer,Qatar,Regional,-51.683004,-108.418446,4464,4,UTC-4
2838,UA7272,Iberia,ATR 72,2055,AP2055,North Juliafort,Australia,2870,AP2870,North Debbie,Brazil,12471.04,16.94,1906.08,45510.22,0.98,2025-12-01 08:41:37,2025-12-02 01:38:01,8,1,1,12,2025,Cancelled,Sunny,94,220,25500.6,203,G80,T4,AP2055,Harris-Cannon Airport,North Juliafort,Australia,International,66.084994,-52.699695,1146,4,UTC+9,AP2870,"Armstrong, Villanueva and Patel Airport",North Debbie,Brazil,International,1.411418,136.86384,2916,5,UTC+3
2839,DL132,American Airlines,Embraer E190,20,AP0020,Jessicaland,Japan,1265,AP1265,Lake Veronica,France,3934.64,5.22,559.26,13364.61,0.94,2025-09-06 21:31:52,2025-09-07 02:45:04,21,2,6,9,2025,Delayed,Foggy,203,273,22971.04,195,G76,T2,AP0020,Shannon PLC Airport,Jessicaland,Japan,International,-18.312484,-123.063208,26,6,UTC+8,AP1265,"Lopez, Pena and Miller Airport",Lake Veronica,France,Regional,14.919103,-110.726376,4438,5,UTC+9
2840,IB1724,Copa Airlines,Boeing 777,2643,AP2643,East Vanessabury,France,1948,AP1948,Kimberlyberg,Chile,11360.11,13.38,2016.19,36378.11,0.91,2025-05-08 03:33:25,2025-05-08 16:56:13,3,16,8,5,2025,On Time,Foggy,90,318,13901.92,227,G17,T4,AP2643,Gomez LLC Airport,East Vanessabury,France,National,42.329127,-139.674735,1047,5,UTC+3,AP1948,"Ochoa, Potter and Ward Airport",Kimberlyberg,Chile,National,35.421557,36.339092,3953,6,UTC+1
2841,UA8126,Aeromexico,Boeing 777,1688,AP1688,New Anthonystad,Japan,2956,AP2956,Rebeccafort,Brazil,14521.01,17.33,2339.79,79457.68,0.84,2025-09-16 22:37:04,2025-09-17 15:56:52,22,15,16,9,2025,On Time,Foggy,262,237,7678.68,95,G17,T4,AP1688,"Dillon, Oliver and Lutz Airport",New Anthonystad,Japan,Regional,35.53167,-98.517148,721,2,UTC+8,AP2956,"Schmidt, Poole and Brown Airport",Rebeccafort,Brazil,Regional,-25.566772,24.484743,845,2,UTC-5
2842,DL6125,LATAM Airlines,Embraer E190,2279,AP2279,Perezborough,UAE,2120,AP2120,Sullivanview,Brazil,4207.98,5.53,791.63,15607.74,0.75,2025-03-17 06:58:09,2025-03-17 12:29:57,6,12,17,3,2025,On Time,Foggy,211,98,21570.89,130,G30,T1,AP2279,Brown-Huerta Airport,Perezborough,UAE,Regional,64.912013,24.912406,2613,4,UTC+0,AP2120,Heath Inc Airport,Sullivanview,Brazil,International,30.049613,48.566642,1853,6,UTC-4
2843,SK2247,LATAM Airlines,Airbus A330,1506,AP1506,Danaberg,United States,2120,AP2120,Sullivanview,Brazil,16323.17,22.51,1648.09,44056.17,0.83,2025-05-05 12:13:12,2025-05-06 10:43:48,12,10,5,5,2025,Cancelled,Sunny,324,287,25722.58,235,G75,T4,AP1506,Aguirre Inc Airport,Danaberg,United States,Regional,1.081505,-119.328358,4288,2,UTC-4,AP2120,Heath Inc Airport,Sullivanview,Brazil,International,30.049613,48.566642,1853,6,UTC-4
2844,LA6886,Avianca,Embraer E190,1369,AP1369,Kevinbury,Brazil,1075,AP1075,Lake Angelaview,Turkey,6445.48,8.82,886.04,33840.54,0.79,2025-11-04 06:20:14,2025-11-04 15:09:26,6,15,4,11,2025,On Time,Cloudy,71,107,26817.64,143,G4,T2,AP1369,Davidson Inc Airport,Kevinbury,Brazil,National,-23.858148,143.987263,3539,4,UTC+1,AP1075,Wolf PLC Airport,Lake Angelaview,Turkey,Regional,31.206604,162.898277,4358,6,UTC+3
2845,UA7196,Delta Airlines,Boeing 777,1810,AP1810,South Eric,Mexico,1222,AP1222,Port Geraldbury,France,14863.63,20.0,1775.78,77549.51,0.79,2026-02-10 00:24:23,2026-02-10 20:24:23,0,20,10,2,2026,Delayed,Sunny,312,224,17284.18,101,G53,T2,AP1810,Fields LLC Airport,South Eric,Mexico,Regional,46.282437,38.879703,1018,3,UTC+3,AP1222,Thompson and Sons Airport,Port Geraldbury,France,Regional,-26.988045,-87.184029,2787,3,UTC+9
2846,AA9020,Turkish Airlines,Airbus A350,790,AP0790,Lake Edwardborough,Canada,489,AP0489,Shawntown,Argentina,11831.12,14.73,1070.99,42173.16,0.87,2024-06-17 12:57:31,2024-06-18 03:41:19,12,3,17,6,2024,On Time,Foggy,159,141,29582.53,172,G67,T3,AP0790,Davis LLC Airport,Lake Edwardborough,Canada,International,-9.946668,-161.248495,1784,1,UTC-4,AP0489,Lopez-Cannon Airport,Shawntown,Argentina,Regional,57.555412,93.773599,2008,2,UTC-5
2847,UA9910,Delta Airlines,Airbus A330,2946,AP2946,West Johnfurt,Mexico,478,AP0478,East Jessica,Mexico,9945.89,14.09,1069.15,43442.51,0.92,2024-05-12 06:58:53,2024-05-12 21:04:17,6,21,12,5,2024,Delayed,Rainy,257,269,13887.73,225,G38,T2,AP2946,"Torres, Bowman and Parker Airport",West Johnfurt,Mexico,National,59.598721,163.984142,2143,3,UTC+1,AP0478,Martinez and Sons Airport,East Jessica,Mexico,International,-8.516321,89.919498,2201,6,UTC-5
2848,DL1005,Aeromexico,Airbus A320,1194,AP1194,Mannport,Germany,239,AP0239,Sarahfort,Colombia,1540.38,1.89,275.42,4819.94,0.83,2025-11-16 15:03:07,2025-11-16 16:56:31,15,16,16,11,2025,Cancelled,Rainy,223,279,5476.17,192,G80,T2,AP1194,Anderson and Sons Airport,Mannport,Germany,Regional,57.862952,122.953664,4285,4,UTC+0,AP0239,Allen-Mullins Airport,Sarahfort,Colombia,International,47.111405,108.453321,1133,3,UTC-5
2849,AA9720,Avianca,Airbus A330,1111,AP1111,East John,China,1573,AP1573,New Joe,Germany,16059.33,19.83,2660.31,53054.17,0.96,2025-07-19 19:01:17,2025-07-20 14:51:05,19,14,19,7,2025,Cancelled,Foggy,198,281,4212.44,154,G10,T4,AP1111,"Reilly, Brooks and Ward Airport",East John,China,National,-14.939652,-169.867085,369,2,UTC+9,AP1573,Lynn-Johnson Airport,New Joe,Germany,Regional,30.89509,44.912978,2351,3,UTC-5
2850,LA853,LATAM Airlines,Boeing 737,2068,AP2068,South Holly,Mexico,1841,AP1841,Catherineburgh,Italy,10734.43,13.35,2041.92,44245.95,0.87,2025-03-21 05:33:18,2025-03-21 18:54:18,5,18,21,3,2025,Delayed,Foggy,311,280,12649.97,171,G6,T1,AP2068,Scott-Bradley Airport,South Holly,Mexico,National,20.452111,155.765249,1149,1,UTC+8,AP1841,Goodwin-Perez Airport,Catherineburgh,Italy,Regional,49.350584,-75.855189,3908,6,UTC-4
2851,IB7146,Emirates,Boeing 787,856,AP0856,Lake Markmouth,Germany,1954,AP1954,Lake Christian,Argentina,8223.24,11.04,1615.24,24509.02,0.76,2025-01-18 16:39:06,2025-01-19 03:41:30,16,3,18,1,2025,On Time,Foggy,155,109,8198.88,81,G24,T2,AP0856,Peterson Inc Airport,Lake Markmouth,Germany,Regional,-51.314582,-65.27252,3391,4,UTC+0,AP1954,Wilson Ltd Airport,Lake Christian,Argentina,International,-17.339708,-151.064903,1934,2,UTC+1
2852,DL6676,JetSMART,Boeing 737,2027,AP2027,West Debra,UAE,2354,AP2354,Lake Thomas,United States,15945.68,22.55,3224.47,68682.27,0.77,2025-09-20 12:45:40,2025-09-21 11:18:40,12,11,20,9,2025,On Time,Sunny,156,224,8476.92,208,G4,T3,AP2027,Jefferson-Mills Airport,West Debra,UAE,International,66.550414,51.786547,4104,3,UTC+3,AP2354,Trevino-Boyer Airport,Lake Thomas,United States,Regional,-42.023086,-178.545421,1349,6,UTC-4
2853,DL4375,Lufthansa,Boeing 787,1897,AP1897,East Kevinton,Brazil,2200,AP2200,Jacksonshire,United States,18903.1,26.0,3347.56,51778.67,0.8,2025-04-11 13:15:22,2025-04-12 15:15:22,13,15,11,4,2025,Delayed,Rainy,119,267,23515.65,81,G54,T2,AP1897,"Green, Patterson and Kim Airport",East Kevinton,Brazil,Regional,45.394204,-4.610384,4481,4,UTC+1,AP2200,Garcia Inc Airport,Jacksonshire,United States,International,-42.668658,161.987148,1815,6,UTC+0
2854,SK2995,Avianca,Boeing 787,2860,AP2860,Edwintown,Netherlands,1265,AP1265,Lake Veronica,France,14718.23,18.24,1798.96,50182.75,0.89,2025-01-03 09:59:29,2025-01-04 04:13:53,9,4,3,1,2025,Cancelled,Foggy,316,229,20616.39,125,G20,T1,AP2860,Johnston-Berg Airport,Edwintown,Netherlands,National,-23.969774,119.129925,2640,4,UTC-4,AP1265,"Lopez, Pena and Miller Airport",Lake Veronica,France,Regional,14.919103,-110.726376,4438,5,UTC+9
2855,DL3319,LATAM Airlines,Boeing 777,839,AP0839,West Kelsey,France,876,AP0876,Lindaton,Germany,4554.03,5.14,905.78,20451.17,0.8,2025-05-07 07:20:49,2025-05-07 12:29:13,7,12,7,5,2025,On Time,Rainy,191,130,15795.78,93,G68,T3,AP0839,"Wong, Rogers and Gonzalez Airport",West Kelsey,France,National,1.257696,-171.810679,1712,6,UTC+3,AP0876,Lang-Mclaughlin Airport,Lindaton,Germany,International,41.1446,-161.528224,2523,3,UTC+8
2856,LA6891,Singapore Airlines,Boeing 737,315,AP0315,New Jennifermouth,China,649,AP0649,Floresborough,Peru,10997.34,13.49,2003.09,28783.07,0.91,2026-02-09 02:18:51,2026-02-09 15:48:15,2,15,9,2,2026,Cancelled,Foggy,135,154,23856.83,120,G10,T1,AP0315,"Reed, Hughes and Robinson Airport",New Jennifermouth,China,Regional,61.712547,106.345928,2240,3,UTC-5,AP0649,"Brooks, Clark and Hicks Airport",Floresborough,Peru,Regional,-23.582359,43.40221,3629,2,UTC+8
2857,LA3762,Avianca,Embraer E190,2627,AP2627,New Jennifer,Qatar,159,AP0159,Stephensonborough,Canada,14947.5,19.51,1418.29,50969.51,0.76,2026-04-13 01:14:51,2026-04-13 20:45:27,1,20,13,4,2026,Delayed,Foggy,97,237,21596.36,230,G68,T4,AP2627,Porter Ltd Airport,New Jennifer,Qatar,National,-28.26571,-68.549388,2063,1,UTC+1,AP0159,Mcgrath-Rodriguez Airport,Stephensonborough,Canada,Regional,65.253634,68.512864,3742,3,UTC-4
2858,LA2430,Aeromexico,Airbus A330,2894,AP2894,Lake Phillipville,Japan,1617,AP1617,Kevinfort,France,12559.95,15.11,1340.23,43235.68,0.97,2025-01-22 04:13:57,2025-01-22 19:20:33,4,19,22,1,2025,Cancelled,Sunny,242,137,28887.42,138,G64,T3,AP2894,Green PLC Airport,Lake Phillipville,Japan,Regional,-52.258641,-120.39359,2280,3,UTC+1,AP1617,"Harris, Porter and Black Airport",Kevinfort,France,National,-8.022289,25.248141,597,2,UTC+1
2859,DL3577,KLM,Boeing 787,595,AP0595,South Haroldmouth,Argentina,1041,AP1041,Port Nicholasburgh,Mexico,6625.54,9.21,1241.65,30853.62,0.87,2026-04-27 07:43:11,2026-04-27 16:55:47,7,16,27,4,2026,Cancelled,Storm,97,157,17482.81,230,G60,T4,AP0595,"Robinson, Castillo and Jones Airport",South Haroldmouth,Argentina,International,63.510544,150.553947,3304,1,UTC-4,AP1041,Cardenas Ltd Airport,Port Nicholasburgh,Mexico,International,5.530389,169.460657,387,2,UTC+0
2860,DL1581,KLM,Airbus A350,436,AP0436,Ericaside,France,1834,AP1834,Port Michael,Japan,17173.95,22.87,3211.04,54889.05,0.87,2025-03-08 01:01:39,2025-03-08 23:53:51,1,23,8,3,2025,On Time,Storm,229,194,4571.91,2,G34,T2,AP0436,"Romero, Miller and Thornton Airport",Ericaside,France,National,41.889128,116.381811,3005,5,UTC+9,AP1834,"Kim, Thompson and Peterson Airport",Port Michael,Japan,International,-44.811755,-28.431867,1215,5,UTC+1
2861,IB9137,Copa Airlines,ATR 72,408,AP0408,Scottburgh,Germany,1713,AP1713,West Charles,Spain,12188.26,16.21,1074.14,60236.57,0.97,2025-03-03 22:41:16,2025-03-04 14:53:52,22,14,3,3,2025,Cancelled,Storm,159,137,28223.02,66,G72,T4,AP0408,Wong PLC Airport,Scottburgh,Germany,Regional,-17.14592,-89.034593,1262,6,UTC+1,AP1713,"Johnson, Moran and Caldwell Airport",West Charles,Spain,International,-31.581948,143.95292,1161,1,UTC+8
2862,LA1142,Emirates,Airbus A330,1854,AP1854,Reneeton,United Kingdom,2257,AP2257,Navarrohaven,Japan,6671.47,8.0,1271.34,18018.98,0.8,2024-11-12 10:31:57,2024-11-12 18:31:57,10,18,12,11,2024,Cancelled,Rainy,273,279,10130.51,229,G63,T2,AP1854,Young-Moran Airport,Reneeton,United Kingdom,National,-44.142021,-130.745507,2281,6,UTC+8,AP2257,Walters LLC Airport,Navarrohaven,Japan,Regional,-51.078274,133.934409,87,6,UTC+3
2863,LA5561,Avianca,Boeing 737,2720,AP2720,North Anthony,Mexico,1782,AP1782,Hillport,Argentina,12161.75,16.37,1939.55,56008.6,0.77,2026-03-14 00:25:09,2026-03-14 16:47:21,0,16,14,3,2026,Delayed,Cloudy,114,130,9114.97,38,G15,T4,AP2720,Ingram-Vega Airport,North Anthony,Mexico,National,16.178975,83.696273,4283,6,UTC+9,AP1782,Martin-Collins Airport,Hillport,Argentina,Regional,47.095297,-61.340699,510,2,UTC+1
2864,IB6629,United Airlines,Airbus A330,1571,AP1571,Quinnhaven,Japan,2097,AP2097,Staceymouth,Peru,1462.2,1.73,250.09,7846.92,0.81,2025-02-20 10:47:22,2025-02-20 12:31:10,10,12,20,2,2025,Delayed,Sunny,186,207,19462.96,52,G5,T1,AP1571,Gray Inc Airport,Quinnhaven,Japan,International,-9.938311,152.892802,694,1,UTC+3,AP2097,Bauer-Castro Airport,Staceymouth,Peru,International,-13.552244,139.975362,280,6,UTC+9
2865,LA7455,Sky Airline,Airbus A330,996,AP0996,Ryanview,Colombia,2950,AP2950,New Jennifer,Qatar,6152.62,6.87,1269.94,21512.76,0.84,2026-03-13 19:24:04,2026-03-14 02:16:16,19,2,13,3,2026,On Time,Rainy,98,240,17383.89,231,G63,T3,AP0996,Jones-Mcdonald Airport,Ryanview,Colombia,International,32.036973,19.226783,3593,2,UTC+3,AP2950,Bell-Campbell Airport,New Jennifer,Qatar,Regional,-23.067903,13.992003,3162,5,UTC+3
2866,AA191,United Airlines,ATR 72,1472,AP1472,Duffyville,Australia,227,AP0227,New Jeremy,Japan,5963.88,7.78,657.4,17001.86,0.99,2024-07-24 17:19:49,2024-07-25 01:06:37,17,1,24,7,2024,On Time,Foggy,137,107,18786.61,51,G6,T2,AP1472,Hill-Hutchinson Airport,Duffyville,Australia,National,69.994274,72.985314,2444,5,UTC-4,AP0227,Haney and Sons Airport,New Jeremy,Japan,Regional,19.735733,104.121695,2741,1,UTC+0
2867,LA4245,Qatar Airways,Airbus A320,1231,AP1231,Port Sherry,Chile,282,AP0282,Boonemouth,Spain,17431.21,23.65,3282.0,47527.86,0.8,2024-10-19 12:37:25,2024-10-20 12:16:25,12,12,19,10,2024,On Time,Foggy,279,48,15390.77,158,G39,T2,AP1231,Hernandez Inc Airport,Port Sherry,Chile,International,39.150782,10.674099,1869,2,UTC+9,AP0282,"Thomas, Flores and Adams Airport",Boonemouth,Spain,National,-30.46226,164.286586,2248,2,UTC+8
2868,DL5588,United Airlines,Boeing 787,940,AP0940,Michaelmouth,Spain,732,AP0732,Stephanieview,Mexico,12580.45,17.77,1339.85,46931.24,0.87,2024-06-10 08:52:03,2024-06-11 02:38:15,8,2,10,6,2024,Cancelled,Rainy,129,266,20544.24,37,G69,T3,AP0940,Moore-Clark Airport,Michaelmouth,Spain,Regional,-53.036525,79.682124,3987,6,UTC+1,AP0732,Weaver-Ray Airport,Stephanieview,Mexico,International,-4.108172,-141.672616,592,5,UTC+0
2869,LA6316,American Airlines,Boeing 787,34,AP0034,Cookburgh,Japan,647,AP0647,Stewartside,Turkey,13438.62,17.12,2287.28,55478.83,0.87,2026-02-18 21:02:37,2026-02-19 14:09:49,21,14,18,2,2026,Delayed,Foggy,287,140,29118.4,183,G38,T4,AP0034,Wang-Lynch Airport,Cookburgh,Japan,International,-23.917958,-111.524793,3675,2,UTC+1,AP0647,Diaz and Sons Airport,Stewartside,Turkey,National,-25.300566,102.350582,2356,6,UTC+8
2870,IB1666,Sky Airline,Airbus A320,588,AP0588,Prattland,Brazil,1766,AP1766,Lake Gloria,Chile,8459.9,10.48,1124.77,40899.52,0.84,2025-03-11 02:18:54,2025-03-11 12:47:42,2,12,11,3,2025,Delayed,Foggy,248,202,23745.57,40,G16,T1,AP0588,Kidd-Vargas Airport,Prattland,Brazil,National,43.151363,100.710884,1060,5,UTC+1,AP1766,Valencia-Holmes Airport,Lake Gloria,Chile,Regional,44.450616,-142.044549,1425,6,UTC+1
2871,LA6616,United Airlines,ATR 72,1624,AP1624,Terryland,Colombia,673,AP0673,Morgantown,Germany,11663.3,16.45,1446.43,53532.27,0.89,2026-04-27 06:59:59,2026-04-27 23:26:59,6,23,27,4,2026,Delayed,Storm,311,323,20861.64,157,G57,T1,AP1624,"Barrett, Tran and Robinson Airport",Terryland,Colombia,National,-23.491089,-116.601977,1161,1,UTC+0,AP0673,Thomas PLC Airport,Morgantown,Germany,National,29.661131,149.10081,3056,1,UTC+3
2872,AA2515,Air Canada,Boeing 737,304,AP0304,Lopezfort,United Kingdom,1951,AP1951,Lake Carriehaven,Brazil,12092.42,16.04,2390.25,39959.77,0.78,2024-11-12 16:35:01,2024-11-13 08:37:25,16,8,12,11,2024,On Time,Rainy,156,148,16977.74,171,G42,T2,AP0304,"Chapman, Aguilar and Ross Airport",Lopezfort,United Kingdom,Regional,15.365533,-9.038664,136,3,UTC+0,AP1951,Hale-Wilson Airport,Lake Carriehaven,Brazil,National,55.824406,167.48482,4293,2,UTC+3
2873,DL4851,Lufthansa,Airbus A320,2809,AP2809,Johnville,Germany,1897,AP1897,East Kevinton,Brazil,15654.74,20.49,2596.53,60316.1,0.85,2025-12-13 09:10:24,2025-12-14 05:39:48,9,5,13,12,2025,Cancelled,Rainy,235,173,16681.3,226,G43,T1,AP2809,Green Group Airport,Johnville,Germany,National,-48.947942,-125.66458,1243,1,UTC-4,AP1897,"Green, Patterson and Kim Airport",East Kevinton,Brazil,Regional,45.394204,-4.610384,4481,4,UTC+1
2874,SK7883,Turkish Airlines,Embraer E190,2562,AP2562,Carolfort,Germany,1389,AP1389,New Robert,China,7250.21,9.07,1134.22,30604.63,0.82,2024-09-23 00:57:31,2024-09-23 10:01:43,0,10,23,9,2024,Cancelled,Foggy,225,183,25500.96,101,G5,T2,AP2562,Moreno-Bush Airport,Carolfort,Germany,National,-20.08399,-26.585177,112,4,UTC+9,AP1389,Mitchell Ltd Airport,New Robert,China,International,-46.583591,-101.318092,2470,5,UTC+1
2875,DL9866,Emirates,Airbus A320,1484,AP1484,North Alice,Mexico,2453,AP2453,Markmouth,United Kingdom,17522.87,21.93,2652.68,74285.63,0.97,2024-07-09 23:03:51,2024-07-10 20:59:39,23,20,9,7,2024,Delayed,Cloudy,123,329,16264.9,158,G3,T2,AP1484,Doyle-Price Airport,North Alice,Mexico,National,-7.277211,145.317576,3277,4,UTC-5,AP2453,"Mora, Saunders and Clark Airport",Markmouth,United Kingdom,National,3.293631,-12.526307,1676,4,UTC-4
2876,LA8835,Turkish Airlines,Boeing 737,2699,AP2699,Lake Melissa,Brazil,2162,AP2162,New Nancy,China,15915.47,22.74,2275.81,77754.96,0.87,2025-12-01 00:56:20,2025-12-01 23:40:44,0,23,1,12,2025,Delayed,Cloudy,80,123,29121.97,56,G27,T2,AP2699,Torres LLC Airport,Lake Melissa,Brazil,International,-11.90736,165.965117,890,4,UTC+3,AP2162,Gillespie-Sullivan Airport,New Nancy,China,National,-1.085662,-48.77477,1922,3,UTC+3
2877,AA9346,British Airways,Boeing 787,2710,AP2710,North Kyle,Argentina,2417,AP2417,New Kimberlyville,Peru,8208.09,10.27,766.35,40158.76,0.86,2025-10-01 16:05:48,2025-10-02 02:22:00,16,2,1,10,2025,Delayed,Cloudy,346,197,3932.68,199,G19,T4,AP2710,"Mcpherson, Turner and Blankenship Airport",North Kyle,Argentina,National,9.928061,170.524221,1405,5,UTC+3,AP2417,"Hughes, Clayton and Maynard Airport",New Kimberlyville,Peru,Regional,18.015001,94.446441,1407,4,UTC-4
2878,AA4172,Sky Airline,ATR 72,2480,AP2480,New Richardburgh,UAE,319,AP0319,Eddieberg,Mexico,7914.3,9.31,819.38,34793.56,0.94,2024-11-06 16:18:57,2024-11-07 01:37:33,16,1,6,11,2024,Cancelled,Foggy,330,173,23344.76,199,G3,T3,AP2480,Roth Ltd Airport,New Richardburgh,UAE,National,19.180755,127.151492,824,1,UTC-5,AP0319,George Inc Airport,Eddieberg,Mexico,International,-41.346677,86.720752,1960,2,UTC-5
2879,AA1692,Sky Airline,Boeing 737,2036,AP2036,Troyfurt,Italy,167,AP0167,Brandyland,United Kingdom,13636.94,15.25,1591.41,37323.43,0.79,2026-05-06 03:22:24,2026-05-06 18:37:24,3,18,6,5,2026,On Time,Rainy,224,179,9991.11,235,G66,T3,AP2036,Ramirez Inc Airport,Troyfurt,Italy,International,-49.970901,39.289575,2273,1,UTC+8,AP0167,"Mitchell, Martinez and Moreno Airport",Brandyland,United Kingdom,National,38.319919,-58.062509,943,4,UTC-5
2880,LA399,Delta Airlines,Boeing 777,1940,AP1940,South Stefanieview,Netherlands,2962,AP2962,New Alexport,France,10844.44,15.43,1448.03,31851.79,0.82,2024-11-27 05:20:16,2024-11-27 20:46:04,5,20,27,11,2024,Cancelled,Sunny,71,293,3966.39,227,G62,T4,AP1940,"Rodriguez, Warren and Smith Airport",South Stefanieview,Netherlands,National,-35.536972,24.73607,3554,3,UTC+8,AP2962,Snow-Harvey Airport,New Alexport,France,International,13.467628,114.418751,1551,3,UTC+1
2881,SK5586,United Airlines,Embraer E190,1194,AP1194,Mannport,Germany,2164,AP2164,Corymouth,Germany,1496.87,1.71,211.33,6349.27,0.93,2026-04-24 14:30:12,2026-04-24 16:12:48,14,16,24,4,2026,Cancelled,Storm,75,268,6518.67,126,G23,T1,AP1194,Anderson and Sons Airport,Mannport,Germany,Regional,57.862952,122.953664,4285,4,UTC+0,AP2164,"Clark, Benson and Mitchell Airport",Corymouth,Germany,International,67.626378,102.318699,4157,6,UTC+1
2882,DL248,Emirates,Embraer E190,108,AP0108,Ericburgh,Chile,1253,AP1253,Clinestad,Qatar,10122.68,13.01,2002.59,26513.06,0.9,2025-05-28 02:51:11,2025-05-28 15:51:47,2,15,28,5,2025,On Time,Sunny,151,78,13903.88,87,G55,T2,AP0108,Martinez-Fletcher Airport,Ericburgh,Chile,Regional,4.511639,76.263266,3671,1,UTC-5,AP1253,Baker Group Airport,Clinestad,Qatar,International,5.59555,-15.223392,4204,5,UTC-5
2883,DL6074,American Airlines,Boeing 737,2720,AP2720,North Anthony,Mexico,1919,AP1919,Lisaport,Brazil,10438.92,12.04,971.99,49786.53,0.8,2026-05-06 00:05:56,2026-05-06 12:08:20,0,12,6,5,2026,On Time,Foggy,78,168,7925.87,233,G21,T4,AP2720,Ingram-Vega Airport,North Anthony,Mexico,National,16.178975,83.696273,4283,6,UTC+9,AP1919,West Ltd Airport,Lisaport,Brazil,Regional,69.429802,-109.499009,2957,5,UTC-4
2884,UA4908,Copa Airlines,Airbus A350,2615,AP2615,New Sierra,Germany,2952,AP2952,Rosefurt,United States,10007.5,11.96,1377.35,51190.7,0.85,2026-01-10 01:26:10,2026-01-10 13:23:46,1,13,10,1,2026,Delayed,Cloudy,175,117,2008.68,72,G67,T1,AP2615,Gilbert-Baker Airport,New Sierra,Germany,National,-7.784853,-135.740761,3383,2,UTC+9,AP2952,Wright Inc Airport,Rosefurt,United States,National,69.150959,-66.779252,1088,4,UTC-5
2885,SK9580,Singapore Airlines,Airbus A320,413,AP0413,South Kristopher,Colombia,1349,AP1349,Lake John,Netherlands,7599.36,9.45,735.82,30566.27,0.84,2025-11-29 01:58:36,2025-11-29 11:25:36,1,11,29,11,2025,Cancelled,Foggy,311,57,2950.01,77,G49,T1,AP0413,Wright Group Airport,South Kristopher,Colombia,International,-53.681528,-86.854187,4183,6,UTC+3,AP1349,"Paul, Pratt and Sims Airport",Lake John,Netherlands,Regional,-53.51366,55.472772,1222,4,UTC-4
2886,IB2780,British Airways,Airbus A350,1492,AP1492,Amychester,Canada,2088,AP2088,New Sara,Qatar,4817.61,5.8,888.66,18831.32,0.98,2024-07-10 11:11:06,2024-07-10 16:59:06,11,16,10,7,2024,Cancelled,Cloudy,206,239,14385.23,199,G30,T1,AP1492,"Thompson, Clark and Smith Airport",Amychester,Canada,Regional,47.667906,-3.737304,4333,3,UTC+8,AP2088,Byrd-Hall Airport,New Sara,Qatar,National,4.747369,3.144692,3743,1,UTC-5
